Title,Date Published,Reviews,Author(s),Genre,Type,Format
The Metamorphosis, 1915,7700,Franz Kafka,Fantasy & Sci-fi,Fiction,Paperback
Unsouled (Cradle), 2017,7695,Will Wight,Fantasy & Sci-fi,Non Fiction,Audio CD
Neuromancer, 2000,7620,William Gibson,Fantasy & Sci-fi,Fiction,Hardcover
Practical Magic, 2003,7637,Alice Hoffman,Fantasy & Sci-fi,Non Fiction,Paperback
"Old Man's War (Old Man's War, 1)", 2007,7643,John Scalzi,Fantasy & Sci-fi,Fiction,Audio CD
"The Death Cure (Maze Runner, Book 3)", 2011,7619,James Dashner,Fantasy & Sci-fi,Non Fiction,Hardcover
"The Conjurer (The Vine Witch, 3)", 2021,7590,Luanne G. Smith,Fantasy & Sci-fi,Fiction,Paperback
Fight Club: A Novel, 2018,7567,Chuck Palahniuk,Fantasy & Sci-fi,Non Fiction,Audio CD
The Queen's Poisoner (Kingfountain), 2016,7559,Jeff Wheeler,Fantasy & Sci-fi,Fiction,Hardcover
He Who Fights with Monsters 4: A LitRPG Adventure, 2021,8011,Shirtaloon,Fantasy & Sci-fi,Non Fiction,Paperback
Spirit Legacy: Book 1 of the Gateway Trilogy, 2013,8031,E. E. Holmes,Fantasy & Sci-fi,Fiction,Audio CD
Edge of Madness: A Post-Apocalyptic EMP Survival Thriller (Edge of Collapse), 2022,7964,Kyla Stone,Fantasy & Sci-fi,Non Fiction,Hardcover
Sin & Salvation (3) (Demigods of San Francisco), 2019,7993,K.F. Breene,Fantasy & Sci-fi,Fiction,Paperback
Magical Midlife Love (Leveling Up), 2021,8005,K F Breene,Fantasy & Sci-fi,Non Fiction,Audio CD
Edge of Valor: A Post-Apocalyptic EMP Survival Thriller (Edge of Collapse), 2021,7917,Kyla Stone,Fantasy & Sci-fi,Fiction,Hardcover
"A Girl From Nowhere (The Firewall Trilogy, 1)", 2020,7895,James Maxwell,Fantasy & Sci-fi,Non Fiction,Paperback
Iron Prince: A Progression Sci-Fi Epic (Warformed: Stormweaver), 2020,7834,Bryce O'Connor,Fantasy & Sci-fi,Fiction,Audio CD
Savage Fae (Ruthless Boys of the Zodiac), 2022,7850,Caroline Peckham,Fantasy & Sci-fi,Non Fiction,Hardcover
"King of Battle and Blood (Adrian X Isolde, 1)", 2021,7801,Scarlett St. Clair,Fantasy & Sci-fi,Fiction,Paperback
"Terms of Enlistment (Frontlines, 1)", 2014,7770,Marko Kloos,Fantasy & Sci-fi,Non Fiction,Audio CD
Uprooted: A Novel, 2016,7757,Naomi Novik,Fantasy & Sci-fi,Fiction,Hardcover
"The Glamourist (The Vine Witch, 2)", 2020,7791,Luanne G. Smith,Fantasy & Sci-fi,Non Fiction,Paperback
"The Two Towers: Being the Second Part of The Lord of the Rings (The Lord of the Rings, 2)", 2012,7758,J.R.R. Tolkien,Fantasy & Sci-fi,Fiction,Audio CD
We Are Legion (We Are Bob) (Bobiverse), 2017,8117,Dennis E. Taylor,Fantasy & Sci-fi,Non Fiction,Hardcover
The Signature of All Things: A Novel, 2013,8158,Elizabeth Gilbert,Fantasy & Sci-fi,Fiction,Paperback
Keeper of Enchanted Rooms (Whimbrel House), 2022,8092,Charlie N. Holmberg,Fantasy & Sci-fi,Non Fiction,Audio CD
Nineteen Eighty-Four: George Orwell (Penguin Clothbound Classics), 2021,8126,George Orwell,Fantasy & Sci-fi,Fiction,Hardcover
Fantastic Beasts: The Crimes of Grindelwald – The Original Screenplay, 2019,8160,J.K. Rowling,Fantasy & Sci-fi,Non Fiction,Paperback
Under the Whispering Door, 2021,8143,TJ Klune,Fantasy & Sci-fi,Fiction,Audio CD
Sacrificed to the Dragon (Stonefire British Dragons), 2022,8066,Jessie Donovan,Fantasy & Sci-fi,Non Fiction,Hardcover
Magical Midlife Invasion (Leveling Up), 2020,8113,K F Breene,Fantasy & Sci-fi,Fiction,Paperback
Legends & Lattes, 2022,8056,Travis Baldree,Fantasy & Sci-fi,Non Fiction,Audio CD
"Death's End (The Three-Body Problem Series, 3)", 2017,8038,Cixin Liu,Fantasy & Sci-fi,Fiction,Hardcover
Three More Months: A Novel, 2021,8073,Sarah Echavarre,Fantasy & Sci-fi,Non Fiction,Paperback
Stardust, 2021,8077,Neil Gaiman,Fantasy & Sci-fi,Fiction,Audio CD
Rivers of London, 2011,8019,Ben Aaronovitch,Fantasy & Sci-fi,Non Fiction,Hardcover
Sleeping Beauties: A Novel, 2017,8049,Stephen King,Fantasy & Sci-fi,Fiction,Paperback
Moby Dick (Chartwell Classics), 2021,8022,Herman Melville,Fantasy & Sci-fi,Non Fiction,Audio CD
Devolution: A Firsthand Account of the Rainier Sasquatch Massacre, 2020,8427,Max Brooks,Fantasy & Sci-fi,Fiction,Hardcover
Magical Midlife Dating (Leveling Up), 2020,8443,K F Breene,Fantasy & Sci-fi,Non Fiction,Paperback
Carrie, 2018,8416,Stephen King,Fantasy & Sci-fi,Fiction,Audio CD
He Who Fights with Monsters: Book 2: A LitRPG Adventure, 2021,8449,Shirtaloon,Fantasy & Sci-fi,Non Fiction,Hardcover
"The Poppy War: A Novel (The Poppy War, 1)", 2019,8314,R. F Kuang,Fantasy & Sci-fi,Fiction,Paperback
Unidentified: A Science-Fiction Thriller, 2021,8330,Douglas E. Richards,Fantasy & Sci-fi,Non Fiction,Audio CD
The Last Hours: Chain of Gold, 2019,8294,Cassandra Clare,Fantasy & Sci-fi,Fiction,Hardcover
The War of the Worlds (Signet Classics), 2007,8274,H. G. Wells,Fantasy & Sci-fi,Non Fiction,Paperback
Warrior Fae (Ruthless Boys of the Zodiac), 2022,8256,Caroline Peckham,Fantasy & Sci-fi,Fiction,Audio CD
When Gracie Met The Grump, 2022,8250,Mariana Zapata,Fantasy & Sci-fi,Non Fiction,Hardcover
The Lost Colony (The Long Winter): 3, 2021,8207,A.G. Riddle,Fantasy & Sci-fi,Fiction,Paperback
Skin Game (Dresden Files), 2015,8255,Jim Butcher,Fantasy & Sci-fi,Non Fiction,Audio CD
"Born in Fire (1) (Demon Days, Vampire Nights World)", 2017,8237,K.F. Breene,Fantasy & Sci-fi,Fiction,Hardcover
"The Wisdom of Crowds (The Age of Madness, 3)", 2021,8199,Joe Abercrombie,Fantasy & Sci-fi,Non Fiction,Paperback
The Man In The High Castle, 2012,8202,Philip K. Dick,Fantasy & Sci-fi,Fiction,Audio CD
Magic Lessons: Book #1 of the Practical Magic Series (1), 2021,8193,Alice Hoffman,Fantasy & Sci-fi,Non Fiction,Hardcover
A Throne Of Feathers and Bone (The Honey and Ice Series), 2021,8715,Kelly St Clare,Fantasy & Sci-fi,Fiction,Paperback
Pandemic (The Extinction Files Book 1), 2017,8674,A.G. Riddle,Fantasy & Sci-fi,Non Fiction,Audio CD
Hyperion (Hyperion Cantos), 1990,8639,Dan Simmons,Fantasy & Sci-fi,Fiction,Hardcover
Lord of Chaos, 1994,8604,Robert Jordan,Fantasy & Sci-fi,Non Fiction,Paperback
Fated Blades, 2022,8623,Ilona Andrews,Fantasy & Sci-fi,Fiction,Audio CD
The Lies of Locke Lamora (Gentleman Bastards), 2007,8639,Scott Lynch,Fantasy & Sci-fi,Non Fiction,Hardcover
Sin and Surrender (6) (Demigods of San Francisco), 2020,8610,K.F. Breene,Fantasy & Sci-fi,Fiction,Paperback
Lovecraft Country: A Novel, 2017,8551,Matt Ruff,Fantasy & Sci-fi,Non Fiction,Audio CD
"The Fires of Heaven (The Wheel of Time, Book 5) (Wheel of Time, 5)", 1993,8583,Robert Jordan,Fantasy & Sci-fi,Fiction,Hardcover
Morning Star (Red Rising Series), 2016,8594,Pierce Brown,Fantasy & Sci-fi,Non Fiction,Paperback
Thrawn (Star Wars) (Star Wars: Thrawn), 2018,8496,Timothy Zahn,Fantasy & Sci-fi,Fiction,Audio CD
The Snow Child: A Novel, 2012,8458,Eowyn Ivey,Fantasy & Sci-fi,Non Fiction,Hardcover
Once Upon a Time in Hollywood: The First Novel By Quentin Tarantino, 2021,8495,Quentin Tarantino,Fantasy & Sci-fi,Fiction,Paperback
"Season of Storms (The Witcher, 8)", 2022,8411,Andrzej Sapkowski,Fantasy & Sci-fi,Non Fiction,Audio CD
Backyard Starship, 2021,8499,J.N. Chaney,Fantasy & Sci-fi,Fiction,Hardcover
He Who Fights with Monsters: A LitRPG Adventure, 2021,8401,Shirtaloon,Fantasy & Sci-fi,Non Fiction,Paperback
"The Trouble with Peace (The Age of Madness, 2)", 2020,8922,Joe Abercrombie,Fantasy & Sci-fi,Fiction,Audio CD
Sin & Magic (2) (Demigods of San Francisco), 2019,8979,K.F. Breene,Fantasy & Sci-fi,Non Fiction,Hardcover
Jekyll and Hyde, 2021,8916,Robert Louis Stevenson,Fantasy & Sci-fi,Fiction,Paperback
Reclaimed (Shadow Beast Shifters), 2021,8893,Jaymin Eve,Fantasy & Sci-fi,Non Fiction,Audio CD
The Rules of Magic (Volume 2) (The Practical Magic Series), 2021,8871,Alice Hoffman,Fantasy & Sci-fi,Fiction,Hardcover
World War Z: An Oral History of the Zombie War, 2007,8859,Max Brooks,Fantasy & Sci-fi,Non Fiction,Paperback
The Time Machine, 1984,8844,H. G. Wells,Fantasy & Sci-fi,Fiction,Audio CD
Star Cursed (Zodiac Wolves), 2021,8818,Elizabeth Briggs,Fantasy & Sci-fi,Non Fiction,Hardcover
Dark Fae (Ruthless Boys of the Zodiac), 2022,8859,Caroline Peckham,Fantasy & Sci-fi,Fiction,Paperback
A Tree Grows in Brooklyn Low Price CD, 2008,8843,Betty Smith,Fantasy & Sci-fi,Non Fiction,Audio CD
Pull of the Stars, 2021,8847,Emma Donoghue,Fantasy & Sci-fi,Fiction,Hardcover
"The Long Way to a Small, Angry Planet (Wayfarers, 1)", 2016,8810,Becky Chambers,Fantasy & Sci-fi,Non Fiction,Paperback
"Baptism of Fire (The Witcher, 5)", 2022,8773,Andrzej Sapkowski,Fantasy & Sci-fi,Fiction,Audio CD
Reborn (Shadow Beast Shifters), 2021,8738,Jaymin Eve,Fantasy & Sci-fi,Non Fiction,Hardcover
A Knight of the Seven Kingdoms (A Song of Ice and Fire), 2020,9265,George R. R. Martin,Fantasy & Sci-fi,Fiction,Paperback
Wintersteel (Cradle), 2020,9234,Will Wight,Fantasy & Sci-fi,Fiction,Audio CD
To Sleep in a Sea of Stars (Fractalverse), 2022,9158,Christopher Paolini,Fantasy & Sci-fi,Non Fiction,Hardcover
The Secrets of Lost Stones, 2019,9128,Melissa Payne,Fantasy & Sci-fi,Fiction,Paperback
Dark Lover: The First Novel of the Black Dagger Brotherhood, 2014,9162,J.R. Ward,Fantasy & Sci-fi,Non Fiction,Audio CD
"Outlander 4-Copy Boxed Set: Outlander, Dragonfly in Amber, Voyager, Drums of Autumn", 2015,9164,Diana Gabaldon,Fantasy & Sci-fi,Fiction,Hardcover
What Lies Beyond the Veil (Of Flesh & Bone Series), 2022,9148,Harper L. Woods,Fantasy & Sci-fi,Non Fiction,Paperback
Smoke Bitten (A Mercy Thompson Novel), 2021,9089,Patricia Briggs,Fantasy & Sci-fi,Fiction,Audio CD
"Gideon the Ninth (The Locked Tomb Series, 1)", 2020,9075,Tamsyn Muir,Fantasy & Sci-fi,Non Fiction,Hardcover
Golden Son (Red Rising Series), 2015,9069,Pierce Brown,Fantasy & Sci-fi,Fiction,Paperback
The Slow Regard of Silent Things, 2015,9101,Patrick Rothfuss,Fantasy & Sci-fi,Non Fiction,Audio CD
"The Hero of Ages (Mistborn, Book 3)", 2008,9024,Brandon Sanderson,Fantasy & Sci-fi,Fiction,Hardcover
Gwendy's Button Box: A Novella (Gwendy's Button Box Trilogy), 2017,9693,Stephen King,Fantasy & Sci-fi,Non Fiction,Paperback
"Babylon's Ashes (The Expanse, 6)", 2017,9670,James S. A. Corey,Fantasy & Sci-fi,Fiction,Audio CD
Death, 2021,9610,Laura Thalassa,Fantasy & Sci-fi,Non Fiction,Hardcover
"Persepolis Rising (The Expanse, 7)", 2018,9550,James S. A. Corey,Fantasy & Sci-fi,Fiction,Paperback
"The Well of Ascension: A Mistborn Novel (The Mistborn Saga, 2)", 2014,9526,Brandon Sanderson,Fantasy & Sci-fi,Non Fiction,Audio CD
Barbarian Alien (Ice Planet Barbarians), 2022,9436,Ruby Dixon,Fantasy & Sci-fi,Fiction,Hardcover
"The Paper Magician (The Paper Magician, 1)", 2014,9415,Charlie N. Holmberg,Fantasy & Sci-fi,Non Fiction,Paperback
"The Lady of the Lake (The Witcher, 7)", 2022,9441,Andrzej Sapkowski,Fantasy & Sci-fi,Fiction,Audio CD
"Exit Strategy: The Murderbot Diaries (The Murderbot Diaries, 4)", 2018,9484,Martha Wells,Fantasy & Sci-fi,Non Fiction,Hardcover
"Assassin's Apprentice (The Farseer Trilogy, Book 1)", 1996,9401,Robin Hobb,Fantasy & Sci-fi,Fiction,Paperback
Tender Is the Flesh, 2020,9439,Agustina Bazterrica,Fantasy & Sci-fi,Non Fiction,Audio CD
Bloodline (Cradle), 2021,9308,Will Wight,Fantasy & Sci-fi,Fiction,Hardcover
Cien años de soledad / One Hundred Years of Solitude (Spanish Edition), 2009,9348,Gabriel García Márquez,Fantasy & Sci-fi,Non Fiction,Paperback
"Rhapsodic (The Bargainer, 1)", 2021,9236,Laura Thalassa,Fantasy & Sci-fi,Fiction,Audio CD
Norwegian Wood, 2000,9997,Haruki Murakami,Fantasy & Sci-fi,Non Fiction,Hardcover
The Ultimate Hitchhiker's Guide to the Galaxy, 2002,9953,Douglas Adams,Fantasy & Sci-fi,Fiction,Paperback
"Nemesis Games (The Expanse, 5)", 2016,10002,James S. A. Corey,Fantasy & Sci-fi,Non Fiction,Audio CD
"A Touch of Malice (Hades X Persephone, 3)", 2021,9868,Scarlett St. Clair,Fantasy & Sci-fi,Fiction,Hardcover
Magical Midlife Meeting (5) (Leveling Up), 2021,9934,K.F. Breene,Fantasy & Sci-fi,Non Fiction,Paperback
"Rogue Protocol: The Murderbot Diaries (The Murderbot Diaries, 3)", 2018,9937,Martha Wells,Fantasy & Sci-fi,Fiction,Audio CD
Rejected (Shadow Beast Shifters), 2020,9856,Jaymin Eve,Fantasy & Sci-fi,Non Fiction,Hardcover
Soul Taken (A Mercy Thompson Novel), 2022,9892,Patricia Briggs,Fantasy & Sci-fi,Fiction,Paperback
Star Mother: A Novel, 2021,9808,Charlie N. Holmberg,Fantasy & Sci-fi,Non Fiction,Audio CD
The Host, 2010,9805,Stephenie Meyer,Fantasy & Sci-fi,Fiction,Hardcover
The Last Graduate: A Novel (The Scholomance), 2022,9749,Naomi Novik,Fantasy & Sci-fi,Non Fiction,Paperback
The Haunting of H. G. Wells, 2020,9718,Robert Masello,Fantasy & Sci-fi,Fiction,Audio CD
Life After Life: A Novel, 2014,9736,Kate Atkinson,Fantasy & Sci-fi,Non Fiction,Hardcover
"Song of the Forever Rains (The Mousai, 1)", 2021,9771,E.J. Mellow,Fantasy & Sci-fi,Fiction,Paperback
Watchers, 2003,9687,Dean Koontz,Fantasy & Sci-fi,Non Fiction,Audio CD
The Smeds and the Smoos BB - the out-of-this world bestseller by the creators of STICK MAN, 2021,10409,Julia Donaldson,Fantasy & Sci-fi,Fiction,Hardcover
Blood Heir (Kate Daniels World), 2021,10360,Ilona Andrews,Fantasy & Sci-fi,Non Fiction,Paperback
A Queen of Ruin (Deliciously Dark Fairytales), 2022,10311,K.F. Breene,Fantasy & Sci-fi,Fiction,Audio CD
"Before the Coffee Gets Cold: A Novel (Before the Coffee Gets Cold Series, 1)", 2020,10396,Toshikazu Kawaguchi,Fantasy & Sci-fi,Non Fiction,Hardcover
"The Atlantis World (The Origin Mystery, Book 3)", 2014,10369,A.G. Riddle,Fantasy & Sci-fi,Fiction,Paperback
Kindred, 2004,10372,Octavia E. Butler,Fantasy & Sci-fi,Non Fiction,Audio CD
The Priory of the Orange Tree (The Roots of Chaos), 2020,10294,Samantha Shannon,Fantasy & Sci-fi,Fiction,Hardcover
"The Tower of Swallows (The Witcher, 6)", 2022,10278,Andrzej Sapkowski,Fantasy & Sci-fi,Non Fiction,Paperback
The Hobbit And The Lord Of The Rings: Deluxe Pocket Boxed Set, 2014,10363,J.R.R. Tolkien,Fantasy & Sci-fi,Fiction,Audio CD
"The Time of Contempt (The Witcher, 4)", 2022,10263,Andrzej Sapkowski,Fantasy & Sci-fi,Non Fiction,Hardcover
The Einstein Prophecy, 2016,10226,Robert Masello,Fantasy & Sci-fi,Fiction,Paperback
Children of Dune, 2019,10199,Frank Herbert,Fantasy & Sci-fi,Non Fiction,Audio CD
"The Color of Magic: A Novel of Discworld (Discworld, 1)", 2013,10199,Terry Pratchett,Fantasy & Sci-fi,Fiction,Hardcover
The Elder Scrolls: The Official Cookbook, 2019,10255,Chelsea Monroe-Cassel,Fantasy & Sci-fi,Non Fiction,Paperback
"The Dark Forest (The Three-Body Problem Series, 2)", 2016,10174,Cixin Liu,Fantasy & Sci-fi,Fiction,Audio CD
"Ninth House (Alex Stern, 1)", 2020,10049,Leigh Bardugo,Fantasy & Sci-fi,Non Fiction,Hardcover
Pestilence (The Four Horsemen Book #1), 2021,10915,Laura Thalassa,Fantasy & Sci-fi,Fiction,Paperback
"Parable of the Sower (Parable, 1)", 2019,10869,Octavia E. Butler,Fantasy & Sci-fi,Non Fiction,Audio CD
Fighting Destiny (The Fae Chronicles), 2013,10797,Amelia Hutchins,Fantasy & Sci-fi,Fiction,Hardcover
Moon Touched (Zodiac Wolves), 2021,10852,Elizabeth Briggs,Fantasy & Sci-fi,Non Fiction,Paperback
"The Dark Tower I: The Gunslinger (Dark Tower, The)", 2016,10861,Stephen King,Fantasy & Sci-fi,Fiction,Audio CD
A Storm of Swords: A Song of Ice and Fire: Book Three, 2002,10806,George R. R. Martin,Fantasy & Sci-fi,Non Fiction,Hardcover
The Starless Sea: A Novel, 2020,10735,Erin Morgenstern,Fantasy & Sci-fi,Fiction,Paperback
"The Shadow Rising (The Wheel of Time, Book 4) (Wheel of Time, 4)", 1992,10615,Robert Jordan,Fantasy & Sci-fi,Non Fiction,Audio CD
"Cibola Burn (The Expanse, 4)", 2015,10594,James S. A. Corey,Fantasy & Sci-fi,Fiction,Hardcover
"Abaddon's Gate (The Expanse, 3)", 2013,10558,James S. A. Corey,Fantasy & Sci-fi,Non Fiction,Paperback
"The Lord of the Rings: 50th Anniversary, One Vol. Edition", 2005,10475,J.R.R. Tolkien,Fantasy & Sci-fi,Fiction,Audio CD
D&D MORDENKAINEN'S TOME OF FOES (Dungeons & Dragons), 2018,10515,Wizards RPG Team,Fantasy & Sci-fi,Non Fiction,Hardcover
Sin & Chocolate, 2021,10455,K.F. Breene,Fantasy & Sci-fi,Fiction,Paperback
Star Wars: Light of the Jedi (The High Republic) (Star Wars: The High Republic), 2021,10417,Charles Soule,Fantasy & Sci-fi,Non Fiction,Audio CD
"Spellmaker (Spellbreaker, 2)", 2021,10348,Charlie N. Holmberg,Fantasy & Sci-fi,Fiction,Hardcover
The Traitor Queen First Edition, 2020,10403,Danielle L Jensen,Fantasy & Sci-fi,Non Fiction,Paperback
"A Touch of Ruin (Hades X Persephone, 2)", 2021,11807,Scarlett St. Clair,Fantasy & Sci-fi,Fiction,Audio CD
"Children of Time (Children of Time, 1)", 2018,11533,Adrian Tchaikovsky,Fantasy & Sci-fi,Non Fiction,Hardcover
CyberStorm (World War C), 2013,11473,Matthew Mather,Fantasy & Sci-fi,Fiction,Paperback
Glow (The Plated Prisoner), 2022,11471,Raven Kennedy,Fantasy & Sci-fi,Non Fiction,Audio CD
The Bridge Kingdom First Edition, 2019,11475,Danielle L Jensen,Fantasy & Sci-fi,Fiction,Hardcover
"The Fifth Season (The Broken Earth, 1)", 2015,11451,N. K. Jemisin,Fantasy & Sci-fi,Non Fiction,Paperback
A Court of Honey and Ash (The Honey and Ice Series), 2021,11432,Shannon Mayer,Fantasy & Sci-fi,Fiction,Audio CD
"Tiamat's Wrath (The Expanse, 8)", 2020,11324,James S. A. Corey,Fantasy & Sci-fi,Non Fiction,Hardcover
The Princess Bride Deluxe Edition Hc: S. Morgenstern's Classic Tale of True Love and High Adventure, 2017,11371,William Goldman,Fantasy & Sci-fi,Fiction,Paperback
Dreadgod (Cradle), 2022,11308,Will Wight,Fantasy & Sci-fi,Non Fiction,Audio CD
Edge of Collapse: A Post-Apocalyptic EMP Survival Thriller, 2022,11304,Kyla Stone,Fantasy & Sci-fi,Fiction,Hardcover
Winter World (The Long Winter), 2019,11215,A.G. Riddle,Fantasy & Sci-fi,Non Fiction,Paperback
"The Assassin's Blade: The Throne of Glass Prequel Novellas (Throne of Glass, 8)", 2023,11254,Sarah J. Maas,Fantasy & Sci-fi,Fiction,Audio CD
Neverwhere Illustrated Edition, 2017,11192,Neil Gaiman,Fantasy & Sci-fi,Non Fiction,Hardcover
"Of Blood and Bone: Chronicles of The One, Book 2 (Chronicles of The One, 2)", 2019,11123,Nora Roberts,Fantasy & Sci-fi,Fiction,Paperback
"The Girl in the Box Series, Books 1-3: Alone, Untouched and Soulless (The Girl in the Boxset)", 2018,11189,Robert J. Crane,Fantasy & Sci-fi,Non Fiction,Audio CD
A Kingdom of Ruin (Deliciously Dark Fairytales), 2022,12379,K.F. Breene,Fantasy & Sci-fi,Fiction,Hardcover
"The Naturalist (The Naturalist, 1)", 2017,12371,Andrew Mayne,Fantasy & Sci-fi,Non Fiction,Paperback
A Deadly Education: A Novel (The Scholomance), 2021,12325,Naomi Novik,Fantasy & Sci-fi,Fiction,Audio CD
The Hitchhiker's Guide to the Galaxy, 1997,12256,Douglas Adams,Fantasy & Sci-fi,Non Fiction,Hardcover
"A Feast for Crows (A Song of Ice and Fire, Book 4)", 2005,12283,George R. R. Martin,Fantasy & Sci-fi,Fiction,Paperback
The Murder of Roger Ackroyd (Hercule Poirot), 2022,12264,Agatha Christie,Fantasy & Sci-fi,Non Fiction,Audio CD
"Mistborn Boxed Set I: Mistborn, The Well of Ascension, The Hero of Ages (The Mistborn Saga)", 2020,12188,Brandon Sanderson,Fantasy & Sci-fi,Fiction,Hardcover
Mistborn Boxed Set, 2011,12188,Brandon Sanderson,Fantasy & Sci-fi,Non Fiction,Paperback
Mistborn Trilogy Boxed Set, 2009,12188,Brandon Sanderson,Fantasy & Sci-fi,Fiction,Audio CD
Wild Sign (Alpha and Omega), 2022,11981,Patricia Briggs,Fantasy & Sci-fi,Non Fiction,Hardcover
"The Atlantis Plague: A Thriller (The Origin Mystery, Book 2)", 2013,12003,A.G. Riddle,Fantasy & Sci-fi,Fiction,Paperback
The Watchmaker's Daughter (Glass and Steele), 2017,11934,C.J. Archer,Fantasy & Sci-fi,Non Fiction,Audio CD
The Druid (The Dawning of Muirwood), 2022,11915,Jeff Wheeler,Fantasy & Sci-fi,Fiction,Hardcover
"Caliban's War (The Expanse, 2)", 2012,11863,James S. A. Corey,Fantasy & Sci-fi,Non Fiction,Paperback
Storm Front (Dresden Files), 2000,11875,Jim Butcher,Fantasy & Sci-fi,Fiction,Audio CD
"Dragon Reborn (The Wheel of Time, Book 3)", 1991,13241,Robert Jordan,Fantasy & Sci-fi,Non Fiction,Hardcover
Reaper (Cradle), 2021,13189,Will Wight,Fantasy & Sci-fi,Fiction,Paperback
"Rise of Magicks (Chronicles of The One, 3)", 2020,13177,Nora Roberts,Fantasy & Sci-fi,Non Fiction,Audio CD
The Storied Life of A. J. Fikry: A Novel, 2014,13156,Gabrielle Zevin,Fantasy & Sci-fi,Fiction,Hardcover
"Year One: Chronicles of The One, Book 1 (Chronicles of The One, 1)", 2018,13082,Nora Roberts,Fantasy & Sci-fi,Non Fiction,Paperback
"Midnight Sun (Twilight series, 5)", 2020,12777,Stephenie Meyer,Fantasy & Sci-fi,Fiction,Audio CD
City of Bones (1) (The Mortal Instruments), 2018,12691,Cassandra Clare,Fantasy & Sci-fi,Non Fiction,Hardcover
Flowers for Algernon, 2004,12699,Daniel Keyes,Fantasy & Sci-fi,Fiction,Paperback
Pines: Wayward Pines: 1 (The Wayward Pines Trilogy), 2022,12605,Blake Crouch,Fantasy & Sci-fi,Non Fiction,Audio CD
Recursion: A Novel, 2020,12557,Blake Crouch,Fantasy & Sci-fi,Fiction,Hardcover
New Moon (Twilight), 2006,12596,Stephenie Meyer,Fantasy & Sci-fi,Non Fiction,Paperback
"The Fellowship Of The Ring: Being the First Part of The Lord of the Rings (The Lord of the Rings, 1)", 2012,12570,J.R.R. Tolkien,Fantasy & Sci-fi,Fiction,Audio CD
A Court of Thorns and Roses Box Set, 2021,12447,Sarah J. Maas,Fantasy & Sci-fi,Non Fiction,Hardcover
"Network Effect: A Murderbot Novel (The Murderbot Diaries, 5)", 2020,12494,Martha Wells,Fantasy & Sci-fi,Fiction,Paperback
The Tyrant’s Tomb (The Trials of Apollo Book 4), 2020,12420,Rick Riordan,Fantasy & Sci-fi,Non Fiction,Audio CD
"Artificial Condition: The Murderbot Diaries (The Murderbot Diaries, 2)", 2018,12335,Martha Wells,Fantasy & Sci-fi,Fiction,Hardcover
Artemis: A Novel, 2018,14092,Andy Weir,Fantasy & Sci-fi,Non Fiction,Paperback
"Fugitive Telemetry (The Murderbot Diaries, 6)", 2021,14120,Martha Wells,Fantasy & Sci-fi,Fiction,Audio CD
The One: A Novel, 2019,13957,John Marrs,Fantasy & Sci-fi,Non Fiction,Hardcover
Jurassic Park: A Novel, 2012,13937,Michael Crichton,Fantasy & Sci-fi,Fiction,Paperback
Zodiac Academy 7: Heartless Sky, 2021,13852,Caroline Peckham,Fantasy & Sci-fi,Non Fiction,Audio CD
His Dark Materials 3-Book Paperback Boxed Set: The Golden Compass; The Subtle Knife; The Amber Spyglass, 2003,13660,Philip Pullman,Fantasy & Sci-fi,Fiction,Hardcover
"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)", 2013,13612,Robert Jordan,Fantasy & Sci-fi,Non Fiction,Paperback
How to Stop Time: A Novel, 2019,13611,Matt Haig,Fantasy & Sci-fi,Fiction,Audio CD
Sea of Tranquility: A novel, 2022,13415,Emily St. John Mandel,Fantasy & Sci-fi,Non Fiction,Hardcover
The Secret Garden (Chiltern Classic), 2021,13335,Frances Hodgson Burnett,Fantasy & Sci-fi,Fiction,Paperback
Hunting Adeline (Cat and Mouse Duet), 2022,13268,H. D. Carlton,Fantasy & Sci-fi,Non Fiction,Audio CD
The Water Dancer (Oprah's Book Club): A Novel, 2019,13154,Ta-Nehisi Coates,Fantasy & Sci-fi,Fiction,Hardcover
Bared to You (A Crossfire Novel), 2014,15085,Sylvia Day,Fantasy & Sci-fi,Non Fiction,Paperback
The Chronicles of Narnia Box Set, 2002,15102,C.S. Lewis,Fantasy & Sci-fi,Fiction,Audio CD
Never Let Me Go, 2006,14784,Kazuo Ishiguro,Fantasy & Sci-fi,Non Fiction,Hardcover
A Clash of Kings (HBO Tie-in Edition): A Song of Ice and Fire: Book Two, 2012,14812,George R. R. Martin,Fantasy & Sci-fi,Fiction,Paperback
A Throne of Ruin (Deliciously Dark Fairytales), 2021,14751,K.F. Breene,Fantasy & Sci-fi,Non Fiction,Audio CD
The Big Dark Sky, 2022,14428,Dean Koontz,Fantasy & Sci-fi,Fiction,Hardcover
Ice Planet Barbarians, 2021,14500,Ruby Dixon,Fantasy & Sci-fi,Non Fiction,Paperback
Mistborn: The Final Empire, 2006,14350,Brandon Sanderson,Fantasy & Sci-fi,Fiction,Audio CD
Atlas Shrugged, 1996,14380,Ayn Rand,Fantasy & Sci-fi,Non Fiction,Hardcover
"Desperation in Death: An Eve Dallas Novel (In Death, 55)", 2022,14387,J. D. Robb,Fantasy & Sci-fi,Fiction,Paperback
Slaughterhouse-Five: A Novel (Modern Library 100 Best Novels), 1999,14264,Kurt Vonnegut,Fantasy & Sci-fi,Non Fiction,Audio CD
